colonia_cumpliemiento,codigo_postal,alcaldia_cumplimiento,colonia_predio,Average of valor_unitario_suelo,Average of valor_suelo
CULHUACAN CTM CROC,4480,COYOACAN,Culhuacan,3273.75,65475
CULHUACAN CTM CROC,4480,COYOACAN,Culhuacan C T M,3273.75,73113.75
CULHUACAN CTM CROC,4480,COYOACAN,Culhuacan Coyoacan,3273.75,62201.25
CULHUACAN CTM CROC,4480,COYOACAN,Culhuacan Croc I Zona 6,3273.75,62201.25
CULHUACAN CTM CROC,4480,COYOACAN,Culhuacan Croc Ii,3273.75,58927.5
CULHUACAN CTM CROC,4480,COYOACAN,Culhuacan Croc Zona 6,3273.75,58927.5
CULHUACAN CTM CROC,4480,COYOACAN,Culhuacan Croc Zona Vi,3273.75,58927.5
CULHUACAN CTM CROC,4480,COYOACAN,Culhuacan Ctm,3273.75,231290.4375
CULHUACAN CTM CROC,4480,COYOACAN,CULHUACAN CTM CROC,3273.75,2722245.275
CULHUACAN CTM CROC,4480,COYOACAN,Culhuacan Vi Ctm,3273.75,60564.375
CULHUACAN CTM CROC,4480,COYOACAN,Culhuacan Zona 16,3273.75,88391.25
CULHUACAN CTM CROC,4480,COYOACAN,Culhuacan Zona Vi,3273.75,55653.75
CULHUACAN CTM CROC,4480,COYOACAN,Infonavit Culhuacan,3273.75,62201.25
CULHUACAN CTM CROC,4480,COYOACAN,Inidad Croc Culhuacan,3273.75,170235
CULHUACAN CTM CROC,4480,COYOACAN,La Greca Culhuacan,3273.75,191923.5938
CULHUACAN CTM CROC,4480,COYOACAN,Presidentes Ejidales,3273.75,85117.5
CULHUACAN CTM CROC,4480,COYOACAN,Pulhuacan C T M,3273.75,58927.5
CULHUACAN CTM CROC,4480,COYOACAN,San Fco Culhuacan,3273.75,58927.5
CULHUACAN CTM CROC,4480,COYOACAN,San Francisco Culhuacan,3273.75,58927.5
CULHUACAN CTM CROC,4480,COYOACAN,U Culhuacan Zona 6,3273.75,62201.25
CULHUACAN CTM CROC,4480,COYOACAN,U H Ctm Culhuacan,3273.75,108579.375
CULHUACAN CTM CROC,4480,COYOACAN,U H Ctm Culhuacan la Greca,3273.75,232436.25
CULHUACAN CTM CROC,4480,COYOACAN,U H Ctm Culhuacan Vi,3273.75,58927.5
CULHUACAN CTM CROC,4480,COYOACAN,U Habitacional Ctm Culhuacan,3273.75,88391.25
CULHUACAN CTM CROC,4480,COYOACAN,U I Culhuacan Croc Sec 6 Sn Fco Culhua,3273.75,55653.75
CULHUACAN CTM CROC,4480,COYOACAN,U Manuel Rivera Anaya Ii Zona 6 Croc C,3273.75,58927.5
CULHUACAN CTM CROC,4480,COYOACAN,U O H Ctm Culhuacan Zona Vi,3273.75,4633993.125
CULHUACAN CTM CROC,4480,COYOACAN,U. Croc. Culhuacan Zona 6,3273.75,58927.5
CULHUACAN CTM CROC,4480,COYOACAN,U.croc Culhuacan,3273.75,62201.25
CULHUACAN CTM CROC,4480,COYOACAN,U.h. Culhuacan Crocc Iii,3273.75,55653.75
CULHUACAN CTM CROC,4480,COYOACAN,Unidad Croc Colhuacan Zona 6,3273.75,58927.5
CULHUACAN CTM CROC,4480,COYOACAN,Unidad Croc Cuihuacan Zona Vi,3273.75,62201.25
CULHUACAN CTM CROC,4480,COYOACAN,Unidad Croc Culhuacan,3273.75,59336.71875
CULHUACAN CTM CROC,4480,COYOACAN,Unidad Croc Culhuacan 6,3273.75,62201.25
CULHUACAN CTM CROC,4480,COYOACAN,Unidad Croc Culhuacan Zona,3273.75,62201.25
CULHUACAN CTM CROC,4480,COYOACAN,Unidad Croc Culhuacan Zona 6,3273.75,59531.88462
CULHUACAN CTM CROC,4480,COYOACAN,Unidad Croc Culhuacan Zona L,3273.75,58927.5
CULHUACAN CTM CROC,4480,COYOACAN,Unidad Croc Culhuacan Zona Vi,3273.75,26190
CULHUACAN CTM CROC,4480,COYOACAN,Unidad Croc Culhuacan Zona-6,3273.75,58927.5
CULHUACAN CTM CROC,4480,COYOACAN,Unidad Croc Culuhuacan Zona 6,3273.75,58927.5
CULHUACAN CTM CROC,4480,COYOACAN,Unidad Croc Ii Culhuacan Zona 6,3273.75,58927.5
CULHUACAN CTM CROC,4480,COYOACAN,Unidad Croc. Culhuacan Zona 6,3273.75,58927.5
CULHUACAN CTM CROC,4480,COYOACAN,Unidad Crol Culhuacan Zona 6,3273.75,62201.25
CULHUACAN CTM CROC,4480,COYOACAN,Unidad Croz Culhuacan Zona 6,3273.75,60564.375
CULHUACAN CTM CROC,4480,COYOACAN,Unidad Culhuacan,3273.75,58927.5
CULHUACAN CTM CROC,4480,COYOACAN,Unidad Culhuacan Croc Ii Zona 6,3273.75,58927.5
CULHUACAN CTM CROC,4480,COYOACAN,Unidad Culhuacan Croc Iv,3273.75,58927.5
CULHUACAN CTM CROC,4480,COYOACAN,Unidad H Culhuacan Iv,3273.75,58927.5
CULHUACAN CTM CROC,4480,COYOACAN,Unidad Habit Culhuacan Croc,3273.75,58927.5
CULHUACAN CTM CROC,4480,COYOACAN,Unidad Habitacional Culhuacan,3273.75,72022.5
CULHUACAN CTM CROC,4480,COYOACAN,Unidad Habitacional Culhuacan 16,3273.75,88391.25
CULHUACAN CTM CROC,4480,COYOACAN,Unidad Habitacional Culhuacan Ctm Obrero Seccion 6,3273.75,58927.5
CULHUACAN CTM CROC,4480,COYOACAN,Unidad Habitacional Culhuacan Zona 16,3273.75,83027.87234
CULHUACAN CTM CROC,4480,COYOACAN,Unidad Habitacional Culhuacan Zona 19,3273.75,88391.25
CULHUACAN CTM CROC,4480,COYOACAN,Unidad Habitacional Culhuacanzona 16,3273.75,88391.25
CULHUACAN CTM CROC,4480,COYOACAN,Unidad Habitacional Culhucan Zona 16,3273.75,88391.25
CULHUACAN CTM CROC,4480,COYOACAN,Unidad Infonavit Culhuacan,3273.75,62201.25
CULHUACAN CTM CROC,4480,COYOACAN,Unidad Infonavit Culhuacan Croc Zona 6,3273.75,62201.25
CULHUACAN CTM CROC,4480,COYOACAN,Unidad Manuel Rivera Anaya,3273.75,55653.75
CULHUACAN CTM CROC,4480,COYOACAN,Unidad Roc G Sn Fco Culhuacan,3273.75,58927.5
CULHUACAN CTM CROC,4480,COYOACAN,Unudad Croc Culhuacan Zona 6,3273.75,58927.5
CULHUACAN CTM CROC,4480,COYOACAN,Zona 6 Croc Infonavit Culhuacan,3273.75,62201.25
CULHUACAN CTM CROC,4480,COYOACAN,Zona 6 Culhuacan Croc,3273.75,55653.75
CULHUACAN CTM CROC,4480,COYOACAN,Zona 6 Infonavit Culhuacan Croc,3273.75,55653.75
CULHUACAN CTM CROC,4489,COYOACAN,U H Ctm Culhuacan,3273.75,147318.75
CULHUACAN CTM SECCION  I,4420,COYOACAN,San Francisco Culhuacan Zona 1,3273.75,42558.75
CULHUACAN CTM SECCION  I,4430,COYOACAN,Ctm. Culhuacan Infonavit,3273.75,78570
CULHUACAN CTM SECCION  I,4430,COYOACAN,Culhuacan Zona 1,3273.75,65475
CULHUACAN CTM SECCION  I,4430,COYOACAN,Infonavit Culhuacan,3273.75,62201.25
CULHUACAN CTM SECCION  I,4430,COYOACAN,U Hab. Ctm. Culhuacan,3273.75,65475
CULHUACAN CTM SECCION  I,4430,COYOACAN,U. H. Infonavit Culhuacan,3273.75,65475
CULHUACAN CTM SECCION  I,4430,COYOACAN,U. Hab. Sn Fco. Culhuacan,3273.75,78570
CULHUACAN CTM SECCION  I,4430,COYOACAN,U.h. C.t.m. Culhuacan,3273.75,65475
CULHUACAN CTM SECCION  I,4440,COYOACAN,,3273.75,63098.16781
CULHUACAN CTM SECCION  I,4440,COYOACAN,Culhuacan,3273.75,75296.25
CULHUACAN CTM SECCION  I,4440,COYOACAN,CULHUACAN CTM SECC I,3273.75,110386.7578
CULHUACAN CTM SECCION  I,4440,COYOACAN,Culhuacan CTM SecciÃ¯Â¿Â½n 1,3273.75,65475
CULHUACAN CTM SECCION  I,4440,COYOACAN,CULHUACAN CTM SECCION  I,3273.75,70385.625
CULHUACAN CTM SECCION  I,4440,COYOACAN,Culhuacan Infonavit,3273.75,78570
CULHUACAN CTM SECCION  I,4440,COYOACAN,U H Ctm Culhuacan,3273.75,73477.5
CULHUACAN CTM SECCION  I,4440,COYOACAN,U Hab C T M Culhuacan secc 5,3273.75,65475
CULHUACAN CTM SECCION  I,4440,COYOACAN,U Hab Ctm Culhuacan VI,3273.75,75296.25
CULHUACAN CTM SECCION  I,4440,COYOACAN,U. H Ctm Culhuacan,3273.75,78570
CULHUACAN CTM SECCION  I,4440,COYOACAN,U. Hab. C.t.m. Culhuacan,3273.75,65475
CULHUACAN CTM SECCION  I,4440,COYOACAN,U. Hab. Infonavit Culhuacan San Franci,3273.75,65475
CULHUACAN CTM SECCION  I,4440,COYOACAN,U. Sn. Fco. Culhuacan,3273.75,78570
CULHUACAN CTM SECCION  I,4440,COYOACAN,U.H. CTM CULHUACAN,3273.75,77478.75
CULHUACAN CTM SECCION  I,4440,COYOACAN,Unidad Ctm Culhuacan,3273.75,69428.20755
CULHUACAN CTM SECCION  I,4440,COYOACAN,Unidad Culhuacan,3273.75,89971.68103
CULHUACAN CTM SECCION  I,4440,COYOACAN,Unidad Hab Culhuacan,3273.75,65475
CULHUACAN CTM SECCION  I,4480,COYOACAN,C T M Culhuacan,3273.75,62201.25
CULHUACAN CTM SECCION  I,4480,COYOACAN,Culhuacan Ctm,3273.75,78570
CULHUACAN CTM SECCION  I,4480,COYOACAN,CULHUACAN CTM SECCION  I,3273.75,142833.7125
CULHUACAN CTM SECCION  I,4480,COYOACAN,Infonavit Culhuacan,3273.75,65475
CULHUACAN CTM SECCION  I,4480,COYOACAN,San Francisco Culhuacan Ejido,3273.75,65475
CULHUACAN CTM SECCION  I,4480,COYOACAN,U.h. Chulhuacan Zona I,3273.75,65475
CULHUACAN CTM SECCION  I,4480,COYOACAN,U.h. Culhuacan Zona I,3273.75,65475
CULHUACAN CTM SECCION  I,4480,COYOACAN,Unidad Habitacional Culhuacan Secc 1,3273.75,49106.25
CULHUACAN CTM SECCION  I,4480,COYOACAN,Unidad Habitacional Culhuacan Secc I,3273.75,63339.94565
CULHUACAN CTM SECCION  I,4480,COYOACAN,Unidad Habitacional Culhuacan Zona 1,3273.75,34374.375
CULHUACAN CTM SECCION  I,4480,COYOACAN,Unidad Habitacional Culhuacan Zona I,3273.75,68171.02941
CULHUACAN CTM SECCION  I,4480,COYOACAN,Unidad Haibtacional Culhuacan Secc I,3273.75,65475
CULHUACAN CTM SECCION  II,3040,COYOACAN,Infonavit Culhuacan,3273.75,65475
CULHUACAN CTM SECCION  II,4400,COYOACAN,Culhuacan V Ctm,3273.75,65475
CULHUACAN CTM SECCION  II,4420,COYOACAN,San Francisco Culhuacan,3273.75,78570
CULHUACAN CTM SECCION  II,4430,COYOACAN,C.T.M. CulhuacÃ¯Â¿Â½n,3273.75,65475
CULHUACAN CTM SECCION  II,4430,COYOACAN,Coyoacan,3273.75,65475
CULHUACAN CTM SECCION  II,4430,COYOACAN,Culhuacan,3273.75,65475
CULHUACAN CTM SECCION  II,4430,COYOACAN,San Francisco Culhuacan,3273.75,65475
CULHUACAN CTM SECCION  II,4430,COYOACAN,San Francisco Culhucan,3273.75,65475
CULHUACAN CTM SECCION  II,4430,COYOACAN,Sn. Fco. Culhuacan,3273.75,65475
CULHUACAN CTM SECCION  II,4430,COYOACAN,U Hab Ctm Culhuacan,3273.75,62201.25
CULHUACAN CTM SECCION  II,4430,COYOACAN,U Habitacional San Fco Culhuacan,3273.75,65475
CULHUACAN CTM SECCION  II,4430,COYOACAN,Unidad Infonavit San Francisco Culhuac,3273.75,65475
CULHUACAN CTM SECCION  II,4430,COYOACAN,Zona 2 u Hab Ctm Culhuacan,3273.75,78570
CULHUACAN CTM SECCION  II,4440,COYOACAN,,3273.75,68067.22584
CULHUACAN CTM SECCION  II,4440,COYOACAN,'-,3273.75,78570
CULHUACAN CTM SECCION  II,4440,COYOACAN,C.T.M. CulhuacÃ¯Â¿Â½n,3273.75,65475
CULHUACAN CTM SECCION  II,4440,COYOACAN,C.t.m. Culhuacan,3273.75,65475
CULHUACAN CTM SECCION  II,4440,COYOACAN,Ctm Culhuacan,3273.75,63838.125
CULHUACAN CTM SECCION  II,4440,COYOACAN,Culhuacan,3273.75,65475
CULHUACAN CTM SECCION  II,4440,COYOACAN,CULHUACAN CTM SECC II,3273.75,239451.4286
CULHUACAN CTM SECCION  II,4440,COYOACAN,CULHUACAN CTM SECCION  II,3273.75,73659.375
CULHUACAN CTM SECCION  II,4440,COYOACAN,Culhuacan Zona 2,3273.75,62201.25
CULHUACAN CTM SECCION  II,4440,COYOACAN,Infonavit Culhuacan,3273.75,65475
CULHUACAN CTM SECCION  II,4440,COYOACAN,Obrera Culhuacan,3273.75,5028480
CULHUACAN CTM SECCION  II,4440,COYOACAN,San Fco Culhuacan,3273.75,62201.25
CULHUACAN CTM SECCION  II,4440,COYOACAN,San Fco. Culhuacan,3273.75,65475
CULHUACAN CTM SECCION  II,4440,COYOACAN,San Francisco Culhuacan,3273.75,69840
CULHUACAN CTM SECCION  II,4440,COYOACAN,Sn. Fco Culhuacan,3273.75,62201.25
CULHUACAN CTM SECCION  II,4440,COYOACAN,U H Ctm Culhuacan,3273.75,70058.25
CULHUACAN CTM SECCION  II,4440,COYOACAN,U H Ctm Culhuacan Zona 2,3273.75,65475
CULHUACAN CTM SECCION  II,4440,COYOACAN,U H Ctm Culhuacann,3273.75,65475
CULHUACAN CTM SECCION  II,4440,COYOACAN,U H Culhuacan CTM Obrero Seccion 5,3273.75,65475
CULHUACAN CTM SECCION  II,4440,COYOACAN,U Hab San Francisco Culhuacan,3273.75,65475
CULHUACAN CTM SECCION  II,4440,COYOACAN,U O H Ctm Culhuacan Zona Vi,3273.75,62201.25
CULHUACAN CTM SECCION  II,4440,COYOACAN,U. H. CTM CULHUACAN,3273.75,62201.25
CULHUACAN CTM SECCION  II,4440,COYOACAN,U. Hab Ctm Culhuacan,3273.75,65475
CULHUACAN CTM SECCION  II,4440,COYOACAN,U. Infonavit Culhuacan,3273.75,65475
CULHUACAN CTM SECCION  II,4440,COYOACAN,U.H Ctm Culhuacan,3273.75,65475
CULHUACAN CTM SECCION  II,4440,COYOACAN,U.H. CTM CULHUACAN,3273.75,66566.25
CULHUACAN CTM SECCION  II,4440,COYOACAN,U.h. Infonavit Culhuacan,3273.75,78570
CULHUACAN CTM SECCION  II,4440,COYOACAN,Unidad Ctm Culhuacan,3273.75,65500.57617
CULHUACAN CTM SECCION  II,4440,COYOACAN,UNIDAD CTM CULHUACAN ZONA 2,3273.75,78570
CULHUACAN CTM SECCION  II,4440,COYOACAN,Unidad Culhuacan,3273.75,65475
CULHUACAN CTM SECCION  II,4440,COYOACAN,Unidad Habitacional Culhuacan CTM Obrero Seccion 5,3273.75,63838.125
CULHUACAN CTM SECCION  II,4440,COYOACAN,Unidad Habitacional Culhuacan Secc 2,3273.75,69840
CULHUACAN CTM SECCION  II,4480,COYOACAN,Canitas,3273.75,65475
CULHUACAN CTM SECCION  II,4480,COYOACAN,Ctm Culhuacan Vi,3273.75,65475
CULHUACAN CTM SECCION  II,4480,COYOACAN,Culhuacan,3273.75,72022.5
CULHUACAN CTM SECCION  II,4480,COYOACAN,Culhuacan 10 C T M,3273.75,65475
CULHUACAN CTM SECCION  II,4480,COYOACAN,Culhuacan C T M,3273.75,65475
CULHUACAN CTM SECCION  II,4480,COYOACAN,Culhuacan Ctm,3273.75,65475
CULHUACAN CTM SECCION  II,4480,COYOACAN,CULHUACAN CTM SECCION  II,3273.75,67657.5
CULHUACAN CTM SECCION  II,4480,COYOACAN,Culhuacan Ii Ctm,3273.75,65475
CULHUACAN CTM SECCION  II,4480,COYOACAN,Culhuacan Vi Ctm,3273.75,65475
CULHUACAN CTM SECCION  II,4480,COYOACAN,Infonavit Culhuacan,3273.75,69840
CULHUACAN CTM SECCION  II,4480,COYOACAN,San Francisco Culhuacan,3273.75,65475
CULHUACAN CTM SECCION  II,4480,COYOACAN,San. Fco. Culhuacan Zona Ii,3273.75,65475
CULHUACAN CTM SECCION  II,4480,COYOACAN,U H Ctm Culhuacan,3273.75,78570
CULHUACAN CTM SECCION  II,4480,COYOACAN,U. Hab. Ctm. Culhuacan,3273.75,65475
CULHUACAN CTM SECCION  II,4480,COYOACAN,Unidad Habitacional Ctm Culhuacan,3273.75,65475
CULHUACAN CTM SECCION  II,4480,COYOACAN,Unidad Habitacional Culhuacan Ctm Obrero Seccion 6,3273.75,65475
CULHUACAN CTM SECCION  II,4480,COYOACAN,Unidad Habitacional Culhuacan Secc 2,3273.75,67177.35
CULHUACAN CTM SECCION  II,4480,COYOACAN,Unidad Habitaconal Culhuacan Secc 2,3273.75,65475
CULHUACAN CTM SECCION  II,4480,COYOACAN,Unidad Infonavit C.t.m. Culhuacan,3273.75,65475
CULHUACAN CTM SECCION  II,4480,COYOACAN,Unidad Infonavit Culhuacan,3273.75,65475
CULHUACAN CTM SECCION  II,4480,COYOACAN,Zona 2 U. Hab. Ctm Culhuacan,3273.75,65475
CULHUACAN CTM SECCION III,4000,COYOACAN,CULHUACAN CTM SECCION III,3273.75,75296.25
CULHUACAN CTM SECCION III,4430,COYOACAN,,3273.75,72568.125
CULHUACAN CTM SECCION III,4430,COYOACAN,C.t.m. Culhuacan,3273.75,68748.75
CULHUACAN CTM SECCION III,4430,COYOACAN,Ctm Culhuacan,3273.75,81843.75
CULHUACAN CTM SECCION III,4430,COYOACAN,Ctm. Culhuacan,3273.75,68748.75
CULHUACAN CTM SECCION III,4430,COYOACAN,CulhuacÃ¯Â¿Â½n,3273.75,75296.25
CULHUACAN CTM SECCION III,4430,COYOACAN,Culhuacan,3273.75,73659.375
CULHUACAN CTM SECCION III,4430,COYOACAN,Culhuacan Zn 3 Ctm,3273.75,78570
CULHUACAN CTM SECCION III,4430,COYOACAN,Culhuacan Zna 6 Gp 1,3273.75,75296.25
CULHUACAN CTM SECCION III,4430,COYOACAN,Hab Ctm Culhuacan,3273.75,55653.75
CULHUACAN CTM SECCION III,4430,COYOACAN,Infonavit Culhuacan,3273.75,69567.1875
CULHUACAN CTM SECCION III,4430,COYOACAN,San Fco. Culhuacan,3273.75,75296.25
CULHUACAN CTM SECCION III,4430,COYOACAN,San Francisco Culhuacan,3273.75,70385.625
CULHUACAN CTM SECCION III,4430,COYOACAN,San Francisco Culhuacan Unidad Habitac,3273.75,62201.25
CULHUACAN CTM SECCION III,4430,COYOACAN,Sn Fco. Culhuacan,3273.75,68748.75
CULHUACAN CTM SECCION III,4430,COYOACAN,Sn Francisco Culhuacan Zna 3,3273.75,65475
CULHUACAN CTM SECCION III,4430,COYOACAN,U H Ctm Culhuacan,3273.75,68748.75
CULHUACAN CTM SECCION III,4430,COYOACAN,U Hab Ctm Culhuacan,3273.75,65475
CULHUACAN CTM SECCION III,4430,COYOACAN,U Hab. Infonavid Culhuacan,3273.75,78570
CULHUACAN CTM SECCION III,4430,COYOACAN,U I. San Francisco Culhuacan,3273.75,68748.75
CULHUACAN CTM SECCION III,4430,COYOACAN,U. H C T M Culhuacan,3273.75,75296.25
CULHUACAN CTM SECCION III,4430,COYOACAN,U. Hab. C.t.m. Culhuacan,3273.75,75296.25
CULHUACAN CTM SECCION III,4430,COYOACAN,U. Hab. Infonavit Culhuacan,3273.75,65475
CULHUACAN CTM SECCION III,4430,COYOACAN,U. Hab. Infonavit San Fco. Culhuacan,3273.75,75296.25
CULHUACAN CTM SECCION III,4430,COYOACAN,Unidad Ctm Culhuacan,3273.75,70977.10084
CULHUACAN CTM SECCION III,4430,COYOACAN,Unidad Culhuacan,3273.75,67111.875
CULHUACAN CTM SECCION III,4430,COYOACAN,Unidad Inf. San Francisco Culhuacan,3273.75,68748.75
CULHUACAN CTM SECCION III,4430,COYOACAN,Unidad Infonavit Culhuacan,3273.75,65475
CULHUACAN CTM SECCION III,4430,COYOACAN,Unidad Infonavit San Francisco Culhuac,3273.75,150592.5
CULHUACAN CTM SECCION III,4430,COYOACAN,Zona 3 Gpo 1 San Francisco Culhuacan,3273.75,78570
CULHUACAN CTM SECCION III,4430,COYOACAN,Zona 3 Gpo 1 U.h. C.t. Sm. Fc. Culhuac,3273.75,68748.75
CULHUACAN CTM SECCION III,4440,COYOACAN,,3273.75,78570
CULHUACAN CTM SECCION III,4440,COYOACAN,Culhuacan Ctm,3273.75,68748.75
CULHUACAN CTM SECCION III,4440,COYOACAN,Culhuacan Zona Iii,3273.75,75296.25
CULHUACAN CTM SECCION III,4440,COYOACAN,Infonavit Culhuacan,3273.75,67111.875
CULHUACAN CTM SECCION III,4440,COYOACAN,U. Hab Ctm Culhuacan Zona 3,3273.75,65475
CULHUACAN CTM SECCION III,4480,COYOACAN,C T M Culhuacan,3273.75,103123.125
CULHUACAN CTM SECCION III,4480,COYOACAN,C u Hab Ctm Culhuacan,3273.75,65475
CULHUACAN CTM SECCION III,4480,COYOACAN,C.t.m. Culhuacan,3273.75,73113.75
CULHUACAN CTM SECCION III,4480,COYOACAN,C.T.M. CULHUACAN ZONA 3,3273.75,67111.875
CULHUACAN CTM SECCION III,4480,COYOACAN,Ctm Culhuaca Z 3,3273.75,68748.75
CULHUACAN CTM SECCION III,4480,COYOACAN,Ctm Culhuacan,3273.75,85117.5
CULHUACAN CTM SECCION III,4480,COYOACAN,Ctm Culhuacan Infonavit,3273.75,65475
CULHUACAN CTM SECCION III,4480,COYOACAN,Ctm. Culhuacan,3273.75,68748.75
CULHUACAN CTM SECCION III,4480,COYOACAN,Cuhuacan Zona 3 G 2,3273.75,49106.25
CULHUACAN CTM SECCION III,4480,COYOACAN,Culhuacan,3273.75,67111.875
CULHUACAN CTM SECCION III,4480,COYOACAN,CULHUACAN CTM SECCION III,3273.75,103782.9115
CULHUACAN CTM SECCION III,4480,COYOACAN,Culhuacan Vi Ctm,3273.75,68748.75
CULHUACAN CTM SECCION III,4480,COYOACAN,Culhuacan Zna 3,3273.75,75296.25
CULHUACAN CTM SECCION III,4480,COYOACAN,Culhuacan Zona 3,3273.75,76933.125
CULHUACAN CTM SECCION III,4480,COYOACAN,Culhuacan Zona 3 Grupo 1,3273.75,68748.75
CULHUACAN CTM SECCION III,4480,COYOACAN,Infonavit Culhuacan,3273.75,90846.5625
CULHUACAN CTM SECCION III,4480,COYOACAN,San Francisco Culhuacan,3273.75,68748.75
CULHUACAN CTM SECCION III,4480,COYOACAN,U H Ctm 3 Culhuacan,3273.75,68748.75
CULHUACAN CTM SECCION III,4480,COYOACAN,U H Ctm Culhuacan,3273.75,68281.07143
CULHUACAN CTM SECCION III,4480,COYOACAN,U H Infonavit Culhuacan,3273.75,85117.5
CULHUACAN CTM SECCION III,4480,COYOACAN,U Hab C.t.m. Culhuacan,3273.75,68748.75
CULHUACAN CTM SECCION III,4480,COYOACAN,U Hab Ctm,3273.75,68748.75
CULHUACAN CTM SECCION III,4480,COYOACAN,U Hab Ctm Culh,3273.75,65475
CULHUACAN CTM SECCION III,4480,COYOACAN,U Hab Culhuacan,3273.75,78570
CULHUACAN CTM SECCION III,4480,COYOACAN,U Habit Ctm Culhuacan,3273.75,68748.75
CULHUACAN CTM SECCION III,4480,COYOACAN,U O H Ctm Culhuacan Zona Vi,3273.75,2628821.25
CULHUACAN CTM SECCION III,4480,COYOACAN,U. H. Ctm Culhuacan Zona 3,3273.75,68748.75
CULHUACAN CTM SECCION III,4480,COYOACAN,U. Hab Ctm Culhuacan,3273.75,67111.875
CULHUACAN CTM SECCION III,4480,COYOACAN,U. Hab. C.t.m. Culhuacan,3273.75,68748.75
CULHUACAN CTM SECCION III,4480,COYOACAN,U. Infonavit Culhuacan,3273.75,68748.75
CULHUACAN CTM SECCION III,4480,COYOACAN,U.H Ctm Culhuacan,3273.75,68748.75
CULHUACAN CTM SECCION III,4480,COYOACAN,U.h. C.t.m. Culhuacan,3273.75,68748.75
CULHUACAN CTM SECCION III,4480,COYOACAN,U.h. C.t.m. Culhuacan Zona 3,3273.75,78570
CULHUACAN CTM SECCION III,4480,COYOACAN,U.H. CTM CULHUACAN,3273.75,67111.875
CULHUACAN CTM SECCION III,4480,COYOACAN,U.h. Ctm Culhuacan Zona 3,3273.75,68748.75
CULHUACAN CTM SECCION III,4480,COYOACAN,UH INFONAVIT CULHUACAN,3273.75,68748.75
CULHUACAN CTM SECCION III,4480,COYOACAN,Unidad Ctm Culhuacan,3273.75,68748.75
CULHUACAN CTM SECCION III,4480,COYOACAN,Unidad Ctm Culhuacan Sector Iii,3273.75,65475
CULHUACAN CTM SECCION III,4480,COYOACAN,Unidad Ctm Culhuacan Zona 3,3273.75,75296.25
CULHUACAN CTM SECCION III,4480,COYOACAN,Unidad Culhuacan,3273.75,68748.75
CULHUACAN CTM SECCION III,4480,COYOACAN,Unidad Culhuacan Iii Seccion,3273.75,78570
CULHUACAN CTM SECCION III,4480,COYOACAN,"Unidad Hab. Ctm Culhuacan, Secc. 3",3273.75,261900
CULHUACAN CTM SECCION III,4480,COYOACAN,Unidad Habitacional Culhuacan C T M,3273.75,58927.5
CULHUACAN CTM SECCION III,4480,COYOACAN,Unidad Habitacional Culhuacan Ctm Obrero Seccion 6,3273.75,81843.75
CULHUACAN CTM SECCION III,4480,COYOACAN,Unidad Infonavit Culhuacan,3273.75,65475
CULHUACAN CTM SECCION III,4900,COYOACAN,,3273.75,59336.71875
CULHUACAN CTM SECCION III,4900,COYOACAN,C.T.M. CulhuacÃ¯Â¿Â½n,3273.75,58927.5
CULHUACAN CTM SECCION IX-A,490,COYOACAN,Culhuacan,3273.75,68748.75
CULHUACAN CTM SECCION IX-A,4420,COYOACAN,Culhuacan Viii Ctm,3273.75,75296.25
CULHUACAN CTM SECCION IX-A,4430,COYOACAN,Secc. Viii C.t.m. Culhuacan,3273.75,75296.25
CULHUACAN CTM SECCION IX-A,4430,COYOACAN,U.c.t.m. San Fco Culhuacan,3273.75,65475
CULHUACAN CTM SECCION IX-A,4430,COYOACAN,Unidad C:t:m: 8 Culhuacan,3273.75,75296.25
CULHUACAN CTM SECCION IX-A,4440,COYOACAN,Culhuacan Ix Ctm,3273.75,75296.25
CULHUACAN CTM SECCION IX-A,4440,COYOACAN,Unidad C.t.m. Culhuacan,3273.75,65475
CULHUACAN CTM SECCION IX-A,4450,COYOACAN,,3273.75,65475
CULHUACAN CTM SECCION IX-A,4470,COYOACAN,Culhuacan Ctm Zona 27 28,3273.75,170235
CULHUACAN CTM SECCION IX-A,4480,COYOACAN,C T M Culhuacan 8,3273.75,65475
CULHUACAN CTM SECCION IX-A,4480,COYOACAN,C T M Culhuacan Secc 8,3273.75,65475
CULHUACAN CTM SECCION IX-A,4480,COYOACAN,C.T.M Culhuacan Secc. 8,3273.75,238983.75
CULHUACAN CTM SECCION IX-A,4480,COYOACAN,C.T.M. CulhuacÃ¯Â¿Â½n VIII,3273.75,58927.5
CULHUACAN CTM SECCION IX-A,4480,COYOACAN,C.t.m. Culhuacan Sec 8,3273.75,65475
CULHUACAN CTM SECCION IX-A,4480,COYOACAN,C.T.M. CULHUACAN SECC. 8,3273.75,65475
CULHUACAN CTM SECCION IX-A,4480,COYOACAN,C.t.m. Culhuacan Secc. 8 Zona 27-28,3273.75,62201.25
CULHUACAN CTM SECCION IX-A,4480,COYOACAN,C.t.m. Culhuacan Secc. Viii,3273.75,62201.25
CULHUACAN CTM SECCION IX-A,4480,COYOACAN,C.t.m. Culhuacan Seccion Viii,3273.75,62201.25
CULHUACAN CTM SECCION IX-A,4480,COYOACAN,C.t.m. Culhuacan Viii,3273.75,61110
CULHUACAN CTM SECCION IX-A,4480,COYOACAN,C.t.m. Culhuacan Viii Secc. 27-28,3273.75,62201.25
